Customer_ID,Total_Months,Active_Months,Inactive_Months,Reliability_Score,Reliability_Band,Total_Spend,Final_Avg_Spent,Total_Transaction_Value,Unique_Invoice_Count,Average_Invoice_Value,Monthly_Value_CV,Recency_Days,Customer_Lifetime_Months,Purchase_Frequency,First_Purchase_Date,Last_Purchase_Date,Spend_Trend,Trend_Status,Cluster,Customer_Segment,Risk_Level
14872,3,0,3,0.0,Likely to Exit,76.97,1.7493,802.68,4,200.67,2.5637,502,22,0.1818,2010-03-16,2010-08-16,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14873,2,1,1,50.0,At Risk,221.49,4.5202,854.13,2,427.06,3.243,232,22,0.0909,2010-03-16,2011-05-13,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Medium Risk
14874,1,0,1,0.0,Likely to Exit,7.18,1.1967,116.18,1,116.18,4.2426,557,19,0.0526,2010-06-22,2010-06-22,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14875,5,2,3,40.0,At Risk,423.34,4.552,2841.55,7,405.94,2.3334,31,16,0.4375,2010-09-24,2011-11-30,-0.003,Declining,0,"High-Value, Reliable, Recent",Medium Risk
14876,2,0,2,0.0,Likely to Exit,32.36,2.4892,256.7,2,128.35,3.5267,543,20,0.1,2010-05-27,2010-07-06,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14877,2,1,1,50.0,At Risk,206.55,3.1295,437.0,2,218.5,3.1673,440,22,0.0909,2010-03-07,2010-10-17,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Medium Risk
14878,17,2,15,11.76,Likely to Exit,1038.04,2.7245,3812.22,28,136.15,0.7547,34,23,1.2174,2010-02-21,2011-11-27,2.636,Increasing,0,"High-Value, Reliable, Recent",High Risk
14879,1,0,1,0.0,Likely to Exit,83.59,3.0959,185.06,1,185.06,4.7958,706,24,0.0417,2010-01-24,2010-01-24,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14880,3,0,3,0.0,Likely to Exit,175.69,3.7381,706.19,3,235.4,1.7806,99,11,0.2727,2011-02-24,2011-09-23,0.0,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
14881,1,0,1,0.0,Likely to Exit,23.34,1.3729,255.4,1,255.4,1.0,41,2,0.5,2011-11-20,2011-11-20,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
14882,6,0,6,0.0,Likely to Exit,264.83,3.7833,3426.55,15,228.44,2.5383,48,22,0.6818,2010-03-30,2011-11-13,,Insufficient History,0,"High-Value, Reliable, Recent",High Risk
14883,5,0,5,0.0,Likely to Exit,69.66,1.29,756.64,7,108.09,1.1129,40,8,0.875,2011-05-12,2011-11-21,0.865,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
14884,1,0,1,0.0,Likely to Exit,15.0,1.875,120.6,1,120.6,4.6904,691,23,0.0435,2010-02-08,2010-02-08,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14885,3,0,3,0.0,Likely to Exit,49.55,1.5484,1496.12,4,374.03,2.3697,153,17,0.2353,2010-08-31,2011-07-31,0.0,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
14886,1,0,1,0.0,Likely to Exit,56.3,3.1278,364.8,1,364.8,2.8284,274,9,0.1111,2011-04-01,2011-04-01,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14887,1,0,1,0.0,Likely to Exit,9.67,1.6117,1862.0,1,1862.0,1.7321,101,4,0.25,2011-09-21,2011-09-21,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
14888,1,0,1,0.0,Likely to Exit,44.2,2.21,369.2,1,369.2,2.6458,229,8,0.125,2011-05-16,2011-05-16,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
14889,1,0,1,0.0,Likely to Exit,22.6,2.26,135.9,1,135.9,3.3166,358,12,0.0833,2011-01-07,2011-01-07,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14890,3,0,3,0.0,Likely to Exit,127.52,2.2372,817.25,3,272.42,2.813,275,23,0.1304,2010-02-18,2011-03-31,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
14891,4,0,4,0.0,Likely to Exit,126.01,2.0002,1106.73,4,276.68,1.9805,170,16,0.25,2010-09-29,2011-07-14,0.0,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
14892,1,0,1,0.0,Likely to Exit,45.65,3.5115,202.35,1,202.35,4.7958,712,24,0.0417,2010-01-18,2010-01-18,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14893,3,2,1,66.67,Likely to Stay,340.05,3.0914,1782.26,6,297.04,3.3049,31,21,0.2857,2010-04-01,2011-11-30,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Low Risk
14894,4,0,4,0.0,Likely to Exit,155.02,3.1637,1412.21,5,282.44,2.841,107,25,0.2,2009-12-02,2011-09-15,0.0,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
14895,20,13,7,65.0,Likely to Stay,4277.36,4.6544,24488.82,48,510.18,0.9039,29,25,1.92,2009-12-03,2011-12-02,0.971,Stable,0,"High-Value, Reliable, Recent",Low Risk
14896,8,5,3,62.5,Likely to Stay,815.3,2.7637,1973.47,10,197.35,1.8679,226,25,0.4,2009-12-06,2011-05-19,,Insufficient History,0,"High-Value, Reliable, Recent",Low Risk
14897,9,1,8,11.11,Likely to Exit,561.38,4.3858,3100.74,9,344.53,1.6454,29,25,0.36,2009-12-15,2011-12-02,6.009,Increasing,0,"High-Value, Reliable, Recent",High Risk
14898,12,3,9,25.0,Likely to Exit,981.95,3.1272,3356.86,18,186.49,1.2756,45,25,0.72,2009-12-03,2011-11-16,0.73,Declining,0,"High-Value, Reliable, Recent",High Risk
14899,1,1,0,100.0,Very Loyal,518.54,3.785,1384.88,1,1384.88,3.6056,417,14,0.0714,2010-11-09,2010-11-09,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Low Risk
14900,1,0,1,0.0,Likely to Exit,0.29,0.29,13.92,1,13.92,4.1231,544,18,0.0556,2010-07-05,2010-07-05,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14901,7,1,6,14.29,Likely to Exit,518.26,3.0308,2277.05,13,175.16,1.6811,33,18,0.7222,2010-07-29,2011-11-28,0.549,Declining,0,"High-Value, Reliable, Recent",High Risk
14902,3,0,3,0.0,Likely to Exit,174.95,2.6915,1000.27,5,200.05,2.3271,43,19,0.2632,2010-06-04,2011-11-18,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
14903,6,5,1,83.33,Very Loyal,1022.29,2.8085,2744.48,10,274.45,1.0286,43,10,1.0,2011-03-06,2011-11-18,0.658,Declining,0,"High-Value, Reliable, Recent",Low Risk
14904,3,1,2,33.33,Likely to Exit,171.98,1.1943,1640.64,4,410.16,2.0466,24,15,0.2667,2010-10-08,2011-12-07,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Medium Risk
14905,8,0,8,0.0,Likely to Exit,191.79,2.3678,1939.69,10,193.97,1.5458,176,25,0.4,2009-12-03,2011-07-08,0.0,Declining,0,"High-Value, Reliable, Recent",High Risk
14906,1,1,0,100.0,Very Loyal,203.86,67.9533,-66.98,3,-22.33,3.873,467,16,0.1875,2010-09-20,2010-09-20,,Insufficient History,3,"Low-Value, Reliable, Lapsed",Low Risk
14907,10,4,6,40.0,At Risk,1091.49,3.567,6094.69,23,264.99,1.7012,25,25,0.92,2009-12-08,2011-12-06,0.529,Declining,0,"High-Value, Reliable, Recent",Medium Risk
14908,2,0,2,0.0,Likely to Exit,46.95,3.3536,381.9,2,190.95,2.9419,96,16,0.125,2010-09-02,2011-09-26,0.0,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
14909,4,1,3,25.0,Likely to Exit,252.67,3.0813,1380.98,5,276.2,2.8459,450,23,0.2174,2010-02-14,2010-10-07,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14910,3,0,3,0.0,Likely to Exit,103.59,2.9597,389.86,7,55.69,0.3401,24,3,2.3333,2011-10-16,2011-12-07,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
14911,25,9,16,36.0,Likely to Exit,71343.06,6.1434,270248.53,510,529.9,0.5239,23,25,20.4,2009-12-01,2011-12-08,1.132,Increasing,0,"High-Value, Reliable, Recent",Medium Risk
14912,6,2,4,33.33,Likely to Exit,1301.25,19.136,748.58,11,68.05,2.1978,38,24,0.4583,2010-01-26,2011-11-23,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Medium Risk
14913,8,2,6,25.0,Likely to Exit,459.03,1.8584,4073.13,8,509.14,1.3497,57,17,0.4706,2010-08-11,2011-11-04,,Insufficient History,0,"High-Value, Reliable, Recent",High Risk
14914,1,0,1,0.0,Likely to Exit,1.95,1.95,-5.85,1,-5.85,0.0,627,21,0.0476,2010-04-13,2010-04-13,,Insufficient History,3,"Low-Value, Reliable, Lapsed",High Risk
14915,10,0,10,0.0,Likely to Exit,353.63,3.8438,1752.65,13,134.82,1.4455,107,25,0.52,2009-12-03,2011-09-15,0.0,Declining,0,"High-Value, Reliable, Recent",High Risk
14916,6,0,6,0.0,Likely to Exit,299.61,2.1401,2888.21,11,262.56,1.6541,92,21,0.5238,2010-04-01,2011-09-30,0.0,Declining,0,"High-Value, Reliable, Recent",High Risk
14917,1,0,1,0.0,Likely to Exit,64.75,2.2328,1123.75,2,561.88,4.4721,618,21,0.0952,2010-04-22,2010-04-22,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14918,8,2,6,25.0,Likely to Exit,559.19,3.9659,5955.81,9,661.76,1.3247,137,21,0.4286,2010-04-08,2011-08-16,0.0,Declining,0,"High-Value, Reliable, Recent",High Risk
14919,1,0,1,0.0,Likely to Exit,41.85,3.2192,359.35,1,359.35,4.2426,561,19,0.0526,2010-06-18,2010-06-18,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14920,2,2,0,100.0,Very Loyal,342.96,3.5357,1607.17,3,535.72,3.0773,234,20,0.15,2010-05-23,2011-05-11,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Low Risk
14921,2,1,1,50.0,At Risk,154.06,1.9751,1316.07,2,658.04,1.8853,52,8,0.25,2011-05-22,2011-11-09,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Medium Risk
14922,2,1,1,50.0,At Risk,199.42,3.9884,843.74,2,421.87,2.9511,415,18,0.1111,2010-07-20,2010-11-11,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Medium Risk
14923,1,1,0,100.0,Very Loyal,151.61,3.4457,749.1,1,749.1,1.4142,72,3,0.3333,2011-10-20,2011-10-20,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Low Risk
14924,3,2,1,66.67,Likely to Stay,308.31,9.9455,931.01,3,310.34,2.5166,267,22,0.1364,2010-03-10,2011-04-08,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Low Risk
14925,1,0,1,0.0,Likely to Exit,7.95,7.95,-7.95,1,-7.95,0.0,753,25,0.04,2009-12-08,2009-12-08,,Insufficient History,3,"Low-Value, Reliable, Lapsed",High Risk
14926,2,0,2,0.0,Likely to Exit,11.1,2.775,337.65,3,112.55,3.1675,403,21,0.1429,2010-04-20,2010-11-23,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14927,1,0,1,0.0,Likely to Exit,46.6,2.33,308.2,1,308.2,3.6056,418,14,0.0714,2010-11-08,2010-11-08,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14928,1,0,1,0.0,Likely to Exit,38.83,1.6179,204.46,2,102.23,4.5826,641,22,0.0909,2010-03-22,2010-03-30,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14929,2,0,2,0.0,Likely to Exit,74.0,2.1765,836.69,2,418.34,2.8497,54,15,0.1333,2010-10-14,2011-11-07,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
14930,7,4,3,57.14,At Risk,1420.47,4.9841,5136.64,9,570.74,1.81,130,21,0.4286,2010-04-12,2011-08-23,0.0,Declining,0,"High-Value, Reliable, Recent",Medium Risk
14931,5,1,4,20.0,Likely to Exit,791.06,18.8348,964.68,6,160.78,0.9194,26,9,0.6667,2011-04-13,2011-12-05,1.567,Increasing,1,"Mid-Value, Unreliable, Recent",High Risk
14932,2,1,1,50.0,At Risk,410.03,8.368,1029.66,2,514.83,2.6813,387,14,0.1429,2010-11-19,2010-12-09,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Medium Risk
14933,1,0,1,0.0,Likely to Exit,14.75,2.95,885.0,5,177.0,3.873,465,16,0.3125,2010-09-21,2010-09-22,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14934,4,4,0,100.0,Very Loyal,944.83,3.8098,2444.1,9,271.57,1.7719,94,16,0.5625,2010-09-24,2011-09-28,0.0,Declining,0,"High-Value, Reliable, Recent",Low Risk
14935,2,0,2,0.0,Likely to Exit,44.0,1.6923,2849.83,2,1424.91,3.2713,319,22,0.0909,2010-03-30,2011-02-15,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14936,8,8,0,100.0,Very Loyal,2073.38,3.912,12378.46,14,884.18,1.2552,31,20,0.7,2010-05-05,2011-11-30,2.119,Increasing,0,"High-Value, Reliable, Recent",Low Risk
14937,2,0,2,0.0,Likely to Exit,119.85,3.4243,1617.63,4,404.41,1.2288,78,5,0.8,2011-08-01,2011-10-14,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
14938,2,1,1,50.0,At Risk,239.57,3.1522,2289.43,4,572.36,4.3589,524,20,0.2,2010-05-26,2010-07-25,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Medium Risk
14939,1,1,0,100.0,Very Loyal,934.66,934.66,-934.66,1,-934.66,0.0,652,22,0.0455,2010-03-19,2010-03-19,,Insufficient History,3,"Low-Value, Reliable, Lapsed",Low Risk
14940,2,0,2,0.0,Likely to Exit,52.55,1.6422,531.49,2,265.75,3.5695,439,25,0.08,2009-12-06,2010-10-18,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14941,1,0,1,0.0,Likely to Exit,16.4,2.3429,182.1,1,182.1,4.3589,600,20,0.05,2010-05-10,2010-05-10,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14942,4,0,4,0.0,Likely to Exit,87.44,4.372,706.56,5,141.31,2.5265,423,25,0.2,2009-12-10,2010-11-03,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14943,1,0,1,0.0,Likely to Exit,15.92,3.184,107.62,1,107.62,4.6904,685,23,0.0435,2010-02-14,2010-02-14,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14944,14,4,10,28.57,Likely to Exit,1041.07,3.3583,9674.92,24,403.12,1.3516,51,23,1.0435,2010-02-17,2011-11-10,0.311,Declining,0,"High-Value, Reliable, Recent",High Risk
14945,1,0,1,0.0,Likely to Exit,17.05,1.55,179.4,1,179.4,3.7417,435,15,0.0667,2010-10-22,2010-10-22,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14946,1,0,1,0.0,Likely to Exit,14.05,4.6833,100.9,1,100.9,1.0,36,2,0.5,2011-11-25,2011-11-25,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
14947,6,1,5,16.67,Likely to Exit,277.37,5.1365,1049.79,6,174.97,1.806,94,22,0.2727,2010-03-25,2011-09-28,0.0,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
14948,5,0,5,0.0,Likely to Exit,179.71,2.808,1066.57,7,152.37,0.9769,45,8,0.875,2011-05-04,2011-11-16,0.418,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
14949,5,0,5,0.0,Likely to Exit,88.5,2.95,498.55,6,83.09,2.3915,481,25,0.24,2009-12-18,2010-09-06,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14950,2,0,2,0.0,Likely to Exit,108.62,5.431,361.25,2,180.62,1.0,30,2,1.0,2011-11-20,2011-12-01,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
14951,1,0,1,0.0,Likely to Exit,37.9,1.895,311.69,1,311.69,1.7321,101,4,0.25,2011-09-21,2011-09-21,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
14952,18,5,13,27.78,Likely to Exit,1236.89,3.7595,17244.25,43,401.03,1.2313,68,25,1.72,2009-12-03,2011-10-24,0.425,Declining,0,"High-Value, Reliable, Recent",High Risk
14953,3,3,0,100.0,Very Loyal,535.3,2.0588,1005.37,5,201.07,2.1212,47,16,0.3125,2010-09-30,2011-11-14,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Low Risk
14954,2,2,0,100.0,Very Loyal,390.83,3.1018,503.44,2,251.72,3.5144,34,24,0.0833,2010-01-05,2011-11-27,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Low Risk
14955,1,0,1,0.0,Likely to Exit,81.42,2.6265,163.77,1,163.77,4.899,754,25,0.04,2009-12-07,2009-12-07,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14956,1,0,1,0.0,Likely to Exit,2.12,0.53,1325.0,1,1325.0,3.7417,443,15,0.0667,2010-10-14,2010-10-14,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14957,2,0,2,0.0,Likely to Exit,77.04,2.6566,333.29,2,166.64,3.8254,275,22,0.0909,2010-03-05,2011-03-31,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14958,6,1,5,16.67,Likely to Exit,408.77,5.6774,957.94,6,159.66,1.8398,169,25,0.24,2009-12-03,2011-07-15,0.0,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
14959,4,0,4,0.0,Likely to Exit,95.34,1.563,684.97,5,136.99,1.395,81,11,0.4545,2011-02-16,2011-10-11,1.285,Increasing,1,"Mid-Value, Unreliable, Recent",High Risk
14960,2,0,2,0.0,Likely to Exit,48.7,1.8037,221.27,2,110.63,1.6256,30,7,0.2857,2011-06-21,2011-12-01,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
14961,15,10,5,66.67,Likely to Stay,2005.6,2.9494,16328.9,28,583.17,1.2157,32,25,1.12,2009-12-04,2011-11-29,0.421,Declining,0,"High-Value, Reliable, Recent",Low Risk
14962,3,0,3,0.0,Likely to Exit,71.59,5.1136,366.91,4,91.73,2.6467,292,20,0.2,2010-05-04,2011-03-14,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
14963,7,5,2,71.43,Likely to Stay,1096.61,2.2154,3158.63,13,242.97,1.4759,31,18,0.7222,2010-07-02,2011-11-30,,Insufficient History,0,"High-Value, Reliable, Recent",Low Risk
14964,1,0,1,0.0,Likely to Exit,44.26,3.4046,206.21,1,206.21,2.8284,269,9,0.1111,2011-04-06,2011-04-06,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14965,1,1,0,100.0,Very Loyal,196.56,2.3682,599.0,2,299.5,1.7321,118,4,0.5,2011-09-04,2011-09-04,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Low Risk
14966,3,2,1,66.67,Likely to Stay,371.06,2.3191,1115.84,6,185.97,2.9942,36,25,0.24,2009-12-15,2011-11-25,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Low Risk
14967,5,1,4,20.0,Likely to Exit,399.98,13.3327,1680.52,7,240.07,2.4703,71,25,0.28,2009-12-03,2011-10-21,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
14968,2,1,1,50.0,At Risk,285.33,3.3568,504.99,2,252.49,2.895,52,16,0.125,2010-09-07,2011-11-09,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Medium Risk
14969,1,0,1,0.0,Likely to Exit,42.11,3.2392,906.23,1,906.23,4.7958,725,24,0.0417,2010-01-05,2010-01-05,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14970,9,1,8,11.11,Likely to Exit,621.88,4.8967,3593.4,16,224.59,1.4697,90,23,0.6957,2010-02-14,2011-10-02,1.399,Increasing,0,"High-Value, Reliable, Recent",High Risk
14971,2,2,0,100.0,Very Loyal,496.33,3.1021,1116.57,3,372.19,0.7185,57,3,1.0,2011-10-27,2011-11-04,,Insufficient History,0,"High-Value, Reliable, Recent",Low Risk
14972,2,0,2,0.0,Likely to Exit,94.1,4.705,145.07,2,72.53,2.8937,150,14,0.1429,2010-11-23,2011-08-03,0.0,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
14973,3,2,1,66.67,Likely to Stay,680.31,21.2597,1314.45,3,438.15,1.5407,129,9,0.3333,2011-04-28,2011-08-24,0.0,Declining,1,"Mid-Value, Unreliable, Recent",Low Risk
14974,1,0,1,0.0,Likely to Exit,72.81,3.4671,114.39,1,114.39,1.0,59,2,0.5,2011-11-02,2011-11-02,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
14975,2,0,2,0.0,Likely to Exit,46.97,1.8065,472.39,2,236.19,2.5995,79,15,0.1333,2010-10-14,2011-10-13,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
14976,5,0,5,0.0,Likely to Exit,291.04,3.9868,765.86,8,95.73,1.2608,79,12,0.6667,2011-01-17,2011-10-13,2.105,Increasing,1,"Mid-Value, Unreliable, Recent",High Risk
14977,1,0,1,0.0,Likely to Exit,9.84,2.46,31.93,1,31.93,4.899,747,25,0.04,2009-12-14,2009-12-14,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14978,8,7,1,87.5,Very Loyal,1552.58,5.263,3106.34,12,258.86,1.3972,94,21,0.5714,2010-04-28,2011-09-28,0.0,Declining,0,"High-Value, Reliable, Recent",Low Risk
14979,1,1,0,100.0,Very Loyal,158.65,2.9934,439.46,1,439.46,4.899,757,25,0.04,2009-12-04,2009-12-04,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Low Risk
14980,1,0,1,0.0,Likely to Exit,83.7,3.4875,150.68,1,150.68,4.899,759,25,0.04,2009-12-02,2009-12-02,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14981,3,0,3,0.0,Likely to Exit,50.68,2.1117,313.52,3,104.51,2.8345,268,15,0.2,2010-10-12,2011-04-07,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
14982,1,0,1,0.0,Likely to Exit,97.73,2.5059,237.78,1,237.78,4.3589,594,20,0.05,2010-05-16,2010-05-16,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14983,1,0,1,0.0,Likely to Exit,77.1,2.57,183.2,1,183.2,4.7958,711,24,0.0417,2010-01-19,2010-01-19,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14984,5,0,5,0.0,Likely to Exit,252.04,4.5007,1271.41,6,211.9,2.5095,41,24,0.25,2010-01-11,2011-11-20,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
14985,2,0,2,0.0,Likely to Exit,166.02,1.9083,296.75,2,148.38,2.3808,220,13,0.1538,2010-12-16,2011-05-25,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
14986,2,1,1,50.0,At Risk,230.75,2.3075,566.9,2,283.45,3.3523,398,24,0.0833,2010-01-24,2010-11-28,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Medium Risk
14987,4,0,4,0.0,Likely to Exit,55.1,3.0611,1632.25,9,181.36,2.5587,37,25,0.36,2009-12-02,2011-11-24,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
14988,5,3,2,60.0,Likely to Stay,530.76,2.1752,2066.6,7,295.23,2.1296,233,21,0.3333,2010-04-16,2011-05-12,,Insufficient History,0,"High-Value, Reliable, Recent",Low Risk
14989,1,0,1,0.0,Likely to Exit,55.7,3.0944,342.4,1,342.4,4.6904,683,23,0.0435,2010-02-16,2010-02-16,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14990,2,0,2,0.0,Likely to Exit,99.86,2.3223,305.42,2,152.71,3.5652,634,25,0.08,2009-12-09,2010-04-06,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14991,1,0,1,0.0,Likely to Exit,85.31,4.0624,314.67,1,314.67,3.7417,452,15,0.0667,2010-10-05,2010-10-05,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14992,1,0,1,0.0,Likely to Exit,50.84,1.883,210.5,1,210.5,3.873,464,16,0.0625,2010-09-23,2010-09-23,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14993,1,0,1,0.0,Likely to Exit,17.14,1.714,36.13,1,36.13,4.3589,585,20,0.05,2010-05-25,2010-05-25,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14994,4,4,0,100.0,Very Loyal,703.62,2.1988,886.33,8,110.79,2.2887,404,22,0.3636,2010-03-26,2010-11-22,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Low Risk
14995,2,0,2,0.0,Likely to Exit,158.78,2.603,233.23,2,116.62,2.0007,60,10,0.2,2011-03-04,2011-11-01,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
14996,1,0,1,0.0,Likely to Exit,92.88,2.2654,442.29,2,221.14,4.0,503,17,0.1176,2010-08-15,2010-08-15,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
14997,4,0,4,0.0,Likely to Exit,27.54,0.7062,771.38,5,154.28,2.32,68,23,0.2174,2010-02-22,2011-10-24,0.385,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
14998,4,3,1,75.0,Likely to Stay,435.36,3.428,770.73,4,192.68,2.1491,192,21,0.1905,2010-04-13,2011-06-22,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Low Risk
14999,1,0,1,0.0,Likely to Exit,29.12,3.2356,129.48,1,129.48,4.4721,614,21,0.0476,2010-04-26,2010-04-26,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
15000,1,1,0,100.0,Very Loyal,218.26,2.8345,490.52,1,490.52,1.4142,69,3,0.3333,2011-10-23,2011-10-23,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Low Risk
15001,1,1,0,100.0,Very Loyal,200.35,3.7102,230.86,2,115.43,3.6056,416,14,0.1429,2010-11-10,2010-11-10,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Low Risk
15002,8,5,3,62.5,Likely to Stay,1012.99,2.7378,4817.28,9,535.25,1.7285,137,24,0.375,2010-01-12,2011-08-16,0.0,Declining,0,"High-Value, Reliable, Recent",Low Risk
15003,4,4,0,100.0,Very Loyal,763.21,2.1806,1055.7,7,150.81,2.3424,495,24,0.2917,2010-01-26,2010-08-23,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Low Risk
15004,1,1,0,100.0,Very Loyal,489.12,3.0957,1246.32,1,1246.32,2.2361,169,6,0.1667,2011-07-15,2011-07-15,0.0,Declining,1,"Mid-Value, Unreliable, Recent",Low Risk
15005,24,18,6,75.0,Likely to Stay,6322.37,2.4813,13763.27,76,181.1,0.4833,37,25,3.04,2009-12-01,2011-11-24,0.93,Stable,0,"High-Value, Reliable, Recent",Low Risk
15006,2,2,0,100.0,Very Loyal,520.32,2.5136,825.14,2,412.57,2.716,73,16,0.125,2010-09-12,2011-10-19,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Low Risk
15007,1,0,1,0.0,Likely to Exit,37.93,3.1608,156.91,1,156.91,2.2361,181,6,0.1667,2011-07-03,2011-07-03,0.0,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
